Resolution,time,x,y
200,0,0,0
200,200,0,0
200,400,0,0
200,600,0,0
200,800,0,0
200,1000,0,0
200,1200,0,0
200,1400,0,0
200,1600,0,0
200,1800,0,0
200,2000,0,0
200,2200,0,0
200,2400,0,0
200,2600,0,0
200,2800,0,0
200,3000,0,0
200,3200,0,0
200,3400,0,0
200,3600,0,0
200,3800,0,0
200,4000,0,0
200,4200,0,0
200,4400,0,0
200,4600,5.17578125,0
200,4800,5.80322265625,0
200,5000,5.80322265625,0
200,5200,5.80322265625,0
200,5400,5.80322265625,0
200,5600,5.80322265625,0
200,5800,5.80322265625,0
200,6000,5.80322265625,0
200,6200,5.80322265625,0
200,6400,5.80322265625,0
200,6600,5.80322265625,0
200,6800,5.80322265625,0
200,7000,5.80322265625,-4.23583984375
200,7200,5.80322265625,-7.373046875
200,7400,5.80322265625,-7.373046875
200,7600,5.80322265625,-7.373046875
200,7800,5.80322265625,-7.373046875
200,8000,5.80322265625,-7.373046875
200,8200,5.80322265625,-7.373046875
200,8400,5.80322265625,-7.373046875
200,8600,5.80322265625,-4.86328125
200,8800,5.80322265625,-5.804443359375
200,9000,5.80322265625,-5.804443359375
200,9200,5.80322265625,-5.804443359375
200,9400,5.80322265625,-5.49072265625
200,9600,5.80322265625,-17.098388671875
200,9800,5.80322265625,-28.07861328125
200,10000,5.80322265625,-40.0
200,10200,5.80322265625,-40.0
200,10400,5.80322265625,-40.0
200,10600,5.80322265625,-40.0
200,10800,5.80322265625,-40.0
200,11000,5.80322265625,-25.882568359375
200,11200,5.80322265625,-20.235595703125
200,11400,5.80322265625,-19.921875
200,11600,4.234619140625,-19.921875
200,11800,6.116943359375,-20.54931640625
200,12000,9.56787109375,-19.921875
200,12200,9.881591796875,-40.0
200,12400,10.82275390625,-40.0
200,12600,11.136474609375,-40.0
200,12800,12.705078125,-40.0
200,13000,12.705078125,-40.0
200,13200,12.705078125,-40.0
200,13400,12.705078125,-40.0
200,13600,12.705078125,-40.0
200,13800,9.881591796875,-40.0
200,14000,9.254150390625,-35.294189453125
200,14200,8.9404296875,-20.235595703125
200,14400,8.9404296875,-18.980712890625
200,14600,12.391357421875,-18.6669921875
200,14800,12.705078125,-18.6669921875
200,15000,12.705078125,-40.0
200,15200,12.705078125,-40.0
200,15400,8.9404296875,-40.0
200,15600,7.685546875,-35.294189453125
200,15800,7.371826171875,-19.921875
200,16000,7.371826171875,-19.29443359375
200,16200,12.07763671875,-18.980712890625
200,16400,14.273681640625,-18.980712890625
200,16600,15.21484375,-18.980712890625
200,16800,15.21484375,-40.0
200,17000,15.21484375,-40.0
200,17200,15.21484375,-40.0
200,17400,11.763916015625,-20.54931640625
200,17600,11.136474609375,-20.235595703125
200,17800,11.136474609375,-20.235595703125
200,18000,14.901123046875,-19.921875
200,18200,15.21484375,-28.07861328125
200,18400,16.4697265625,-40.0
200,18600,16.783447265625,-40.0
200,18800,16.783447265625,-40.0
200,19000,16.783447265625,-40.0
200,19200,16.783447265625,-40.0
200,19400,14.273681640625,-35.294189453125
200,19600,14.273681640625,-21.1767578125
200,19800,14.273681640625,-22.745361328125
200,20000,14.273681640625,-23.372802734375
